GeneSymbol	A21_05_C3_P5_299466	A21_05_C3_P5_481136	A21_05_C3_P5_652329	A21_05_C3_P5_494412	A21_05_C3_P5_856756	A21_05_C3_P5_678766	A21_05_C3_P5_757592	A21_05_C3_P5_848919	A21_05_C3_P5_634645	A21_05_C3_P5_255703	A21_05_C3_P5_440336	A21_05_C3_P5_371750	A21_05_C3_P5_759161
TBX3	0.492	0.000	0.373	0.000	0.705	0.000	0.000	0.000	0.439	0.446	0.458	0.763	0.000
TBX5	0.276	0.000	0.000	0.000	0.000	0.000	0.694	0.000	0.000	0.446	0.000	0.000	0.000
TCAM1P	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCEAL5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCERG1	0.492	0.285	0.373	0.650	0.000	0.409	1.255	0.931	0.743	1.179	1.362	0.763	0.483
TCF19	0.276	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCF21	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TCF4	0.951	1.091	1.428	0.377	0.000	1.714	1.100	0.705	2.166	0.989	1.623	1.191	1.554
TCF7L1	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.439	0.446	0.458	0.000	0.808
TCOF1	0.000	0.285	0.373	0.000	0.000	0.409	0.000	0.000	0.000	0.446	0.458	0.763	0.000
TDO2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TDRD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TDRD9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TEDC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TENM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TENT5A	0.492	0.000	1.034	1.041	1.114	0.000	1.612	1.114	1.165	0.446	0.000	1.906	0.808
TES	0.276	0.506	0.645	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
TFAM	0.492	0.000	0.373	0.000	0.000	0.000	0.406	0.413	0.000	0.754	0.000	0.453	0.000
TFDP1	0.492	0.285	1.313	1.041	0.413	0.923	0.694	0.413	0.976	0.446	0.000	0.453	0.000
TFPI2	0.000	0.506	0.000	1.041	0.000	0.000	0.000	0.705	0.000	0.446	0.000	0.000	0.000
TFRC	0.492	0.285	0.373	0.650	0.413	0.699	0.694	0.000	0.439	0.446	0.000	0.763	0.000
TGFB2	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
TGFB3	0.492	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.439	0.000	0.771	0.453	0.000
TGFBI	1.635	2.187	3.083	1.719	2.966	3.006	1.707	2.218	2.100	1.972	2.212	2.610	1.249
TGFBR3	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.763	0.000
TGM2	0.670	2.069	0.645	0.650	0.000	2.408	0.000	0.000	0.743	0.000	0.000	0.763	0.000
THBD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
THBS1	2.260	3.110	1.624	2.445	1.269	3.269	1.794	3.674	2.616	2.674	3.004	3.243	1.976
THBS2	1.503	2.325	1.710	2.658	1.723	2.408	1.506	1.270	2.227	2.118	1.731	2.522	1.677
THRB	0.000	0.285	0.858	0.000	0.930	0.000	0.000	0.413	0.439	0.989	0.000	0.000	0.483
THSD4	0.276	0.506	0.373	0.000	0.000	0.000	0.000	0.000	0.439	0.446	0.000	0.453	0.000
THY1	2.664	2.417	2.582	3.073	3.200	3.102	2.567	2.587	2.285	2.118	2.386	2.199	2.643
TICRR	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TIGD4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TIMELESS	0.000	0.285	0.000	0.377	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TIMP1	3.546	3.297	1.313	3.774	1.891	2.719	1.794	1.892	2.100	1.338	1.501	2.063	1.886
TIMP3	3.419	3.465	0.373	3.265	1.269	3.923	0.918	0.705	1.165	0.754	0.000	0.763	1.249
TINAGL1	0.276	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TIPARP	0.000	0.000	0.000	0.650	0.000	0.409	0.406	0.705	0.000	0.000	0.000	0.000	0.483
TK1	0.000	0.000	0.000	0.000	0.000	0.923	0.000	0.000	0.000	0.000	0.458	0.000	0.000
TLCD2	0.000	0.506	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.009	0.000	0.483
TLCD4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TLCD4-RWDD3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TLL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TM4SF1	0.000	0.285	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.458	0.000	0.000
TMEM158	0.000	0.974	0.645	2.003	0.413	0.409	0.918	0.413	0.000	1.179	1.201	0.453	0.000
TMEM171	0.000	0.000	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM176A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM176B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM26	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM35A	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
TMEM45A	0.820	0.974	1.183	0.650	1.114	1.261	0.406	0.931	0.000	0.000	0.458	0.000	0.483
TMEM47	0.670	0.687	0.645	0.000	0.930	0.000	0.000	0.931	0.000	0.000	1.009	0.000	1.052
TMEM92	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMEM97	0.276	0.000	0.373	0.650	0.413	0.000	0.000	0.413	0.000	0.000	0.000	1.000	0.483
TMPO	0.000	0.506	0.373	0.000	0.000	0.000	0.406	0.413	0.000	0.446	0.000	0.000	0.000
TMPO-AS1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TMSB4X	3.859	4.147	3.182	4.244	4.340	4.009	3.071	4.293	3.935	3.564	3.611	3.408	3.487
TMTC2	0.000	0.000	0.000	0.000	0.413	0.000	0.406	0.000	0.000	0.446	0.458	0.000	0.000
TNC	0.000	0.285	2.950	0.377	2.660	1.513	1.100	1.114	1.955	1.179	1.362	2.260	2.334
TNFAIP2	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
TNFAIP3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFAIP6	0.000	0.285	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFAIP8L1	0.000	0.000	0.000	0.377	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFAIP8L3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
TNFRSF10D	0.000	0.000	0.373	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFRSF12A	1.171	0.841	0.000	0.864	0.000	0.409	0.000	1.114	0.743	0.446	0.000	0.000	0.000
TNFRSF19	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.771	0.000	0.483
TNFRSF21	0.000	0.285	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.446	0.000	0.000	0.483
TNFRSF9	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF10	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.483
TNFSF11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF13B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNFSF9	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TNIK	0.000	0.000	0.000	0.000	0.930	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
TNRC6B	0.492	0.687	0.000	0.000	0.413	0.409	0.000	0.413	0.000	0.000	0.000	0.453	1.052
TOB1	0.820	0.506	0.858	0.000	0.930	0.923	0.000	1.270	0.743	0.446	0.000	0.000	0.483
TOP2A	0.000	0.000	0.000	0.000	0.000	0.699	0.000	0.000	0.000	0.446	0.000	0.000	0.483
TOPBP1	0.000	0.000	0.373	0.377	0.000	0.699	0.406	0.000	0.000	0.446	0.000	0.000	0.483
TOX	0.000	0.285	0.000	0.000	0.930	0.000	0.000	0.000	0.000	0.754	0.000	0.453	0.000
TP53INP1	0.000	0.000	0.000	0.377	0.413	0.923	0.000	0.413	0.976	0.000	0.000	0.000	0.000
TPI1	2.038	1.531	1.993	2.063	1.628	1.801	1.948	1.523	2.339	1.338	1.918	1.987	1.554
TPM1	4.158	3.803	2.308	2.984	2.272	3.477	1.874	2.464	1.324	2.183	2.386	2.373	1.787
TPM3	1.752	1.531	1.428	1.939	0.705	1.956	1.707	1.523	1.581	1.705	1.623	1.351	1.787
TPPP3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TPTE2P5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TPX2	0.000	0.000	0.373	0.000	0.705	0.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRA2B	0.000	0.687	0.645	0.377	0.413	1.618	0.918	0.931	0.743	0.754	0.000	0.453	0.483
TRABD2A	0.000	0.000	0.000	0.650	0.000	0.000	0.000	0.000	0.743	0.000	0.000	0.000	0.808
TRAPPC3L	0.276	0.687	0.000	0.000	0.000	0.000	0.406	1.114	0.000	0.000	1.009	0.000	0.808
TRBC2	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
TRHDE	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.771	0.000	0.483
TRIB2	0.000	0.285	0.000	0.864	0.705	1.395	0.694	0.000	0.976	0.000	0.000	1.000	0.000
TRIB3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.705	0.000	0.000	0.000	0.000	0.000
TRIL	0.276	0.000	0.000	0.000	0.930	0.923	0.000	0.000	0.439	0.989	0.771	0.453	0.483
TRIM58	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRIP13	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRMU	0.000	0.285	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.446	0.000	0.000	0.000
TRNP1	0.276	0.285	0.000	0.864	0.413	0.000	0.000	0.931	0.000	1.179	0.458	0.000	1.249
TROAP	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRPA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TRPM3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TSHZ2	0.000	0.000	0.373	0.000	0.413	0.000	0.000	0.413	0.000	0.000	0.458	0.453	0.000
TSPAN11	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TSPAN13	0.492	0.285	0.373	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TSPAN2	0.276	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TSTD1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TTK	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TUBA1A	2.546	2.417	1.624	2.484	1.269	1.618	1.794	1.812	1.461	2.245	1.201	1.191	1.052
TUBA1B	3.015	2.933	1.993	2.834	1.114	3.566	1.707	1.812	2.391	1.802	1.201	1.719	1.976
TUBA1C	0.951	1.665	1.313	1.190	0.930	1.513	1.100	1.270	0.743	0.446	0.458	1.000	0.483
TUBB	2.117	2.528	1.313	1.798	1.269	2.362	2.017	1.724	2.166	1.802	1.362	1.817	1.677
TUBB2A	0.951	1.782	0.000	0.377	0.000	0.000	0.694	0.705	0.439	0.754	0.000	0.453	0.000
TUBB2B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
TUBB4B	0.670	0.506	0.858	0.864	0.000	0.923	0.000	0.413	0.439	1.179	0.000	0.000	0.000
TUBB6	1.351	1.378	0.373	1.041	0.000	1.513	0.406	0.931	0.976	0.989	0.000	1.000	0.808
TWIST1	0.000	0.000	0.373	0.650	0.000	0.409	0.406	0.000	0.000	0.446	1.009	0.453	0.000
TWIST2	0.670	0.285	0.373	0.864	0.930	0.409	0.000	0.931	0.976	0.000	0.000	1.191	1.554
TXLNB	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.446	0.000	0.000	0.000
TXNIP	0.492	0.000	1.624	0.000	1.114	1.395	1.388	1.114	0.743	0.754	1.201	0.453	0.000
TXNRD1	0.492	0.974	0.000	0.000	0.705	0.409	1.100	0.000	0.000	0.000	0.458	0.000	0.000
TYMS	0.000	0.000	0.000	0.000	0.705	1.513	0.000	0.000	0.000	0.446	0.000	0.000	0.000
UACA	1.067	0.841	1.183	0.864	1.628	1.513	0.000	0.000	1.581	0.754	1.362	1.611	1.052
UBE2C	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UBE2QL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
UBE2S	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.453	0.000
UBE2T	0.276	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.754	0.000	0.000	0.000
UCHL1	2.967	1.600	2.435	2.658	1.114	2.025	2.017	0.413	1.955	0.754	0.458	1.719	2.059
UCP2	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UGCG	0.276	0.285	0.000	0.377	0.705	0.923	0.694	0.705	1.165	1.179	1.362	1.351	1.413
UHRF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.458	0.000	0.000
UNC5B	0.000	0.000	0.000	0.864	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
UNC5C	0.492	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
USP1	0.000	0.285	0.000	0.650	0.000	0.000	0.918	0.413	0.000	0.000	0.000	0.000	0.000
USP44	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
USP51	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
USP53	0.276	0.000	0.000	0.377	0.413	0.000	0.694	0.000	0.743	0.446	0.000	0.000	0.483
VASN	0.820	0.000	0.373	0.000	0.000	0.000	0.000	0.931	0.439	0.000	0.458	0.763	0.808
VAT1L	0.000	0.000	0.373	0.377	0.930	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VCAM1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VCAN	1.503	2.387	2.474	2.362	2.463	2.313	2.775	2.826	1.874	3.030	2.146	2.063	2.767
VEGFA	0.492	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
VEGFD	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VEPH1	0.492	0.506	0.000	0.000	0.000	0.699	1.388	0.000	0.743	0.446	0.000	0.763	0.000
VGF	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VGLL3	0.492	0.687	0.373	0.650	0.413	0.699	0.406	0.931	1.689	0.000	0.458	0.763	1.249
VPS9D1-AS1	0.000	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000
VRK1	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
VSTM4	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.439	0.000	0.000	0.000	0.000
VWCE	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WBP11	0.276	0.000	0.000	0.000	0.000	0.699	0.406	0.000	1.165	0.754	0.000	0.000	0.000
WDHD1	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.453	0.000
WDR43	0.276	0.506	0.645	0.377	0.000	0.923	0.694	0.000	0.439	0.446	0.458	0.000	0.000
WDR63	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WDR76	0.000	0.000	0.373	0.000	0.000	0.000	0.694	0.000	0.000	0.000	0.000	0.000	0.000
WEE1	0.000	0.000	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.446	0.000	0.453	0.483
WFDC21P	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WIF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.413
WNK3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WNT2	0.000	0.285	0.000	0.000	1.269	0.000	0.000	0.413	0.000	0.000	0.000	0.000	0.000
WNT2B	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WNT5A	0.492	1.782	1.710	1.633	0.000	0.000	0.694	2.100	1.165	1.802	1.009	1.191	1.052
WNT7B	0.000	0.000	0.000	0.377	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
WWC1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
XAF1	0.492	0.000	0.373	0.000	0.000	0.699	0.406	0.000	0.000	0.000	0.458	0.453	1.554
XRCC2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
XYLT1	0.000	0.000	0.373	0.000	0.705	0.000	0.406	0.413	0.000	0.000	0.000	0.000	0.000
YPEL3	0.951	0.000	0.373	0.650	0.413	0.699	0.000	0.413	0.976	0.000	0.000	0.453	0.000
YWHAH	0.276	0.506	0.373	0.650	0.000	0.409	0.406	0.000	0.439	0.000	0.000	0.000	0.483
Z98884.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZFP36	0.000	0.506	0.373	0.377	0.413	0.409	0.000	0.413	0.743	0.989	1.009	0.453	0.000
ZFP36L1	2.728	1.196	2.352	1.633	2.272	1.881	1.612	1.966	2.440	1.891	1.829	1.489	1.677
ZFP36L2	0.276	0.285	0.373	0.000	0.705	0.409	0.000	0.000	0.000	1.179	0.000	0.000	0.000
ZFP42	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZGRF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZMAT3	0.492	0.687	0.645	1.321	1.522	1.106	0.918	1.114	0.976	0.754	0.771	0.000	0.808
ZNF208	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZNF367	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZNF385D	0.000	0.000	0.000	0.377	0.000	0.000	0.406	0.000	1.165	0.446	0.000	0.000	0.483
ZNF423	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZNF436	0.000	0.000	0.373	0.000	0.413	0.000	0.406	0.705	0.743	0.000	0.458	0.000	0.483
ZNF503	0.670	0.285	1.183	0.000	0.413	1.261	0.000	0.413	0.000	0.000	0.771	0.763	0.000
ZNF714	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.439	0.000	1.009	0.000	0.000
ZNF730	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZNF736P9Y	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZNF804A	0.000	0.000	0.000	0.000	0.000	0.000	0.406	0.000	0.000	0.000	0.000	0.000	0.000
ZNF853	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZNF93	0.000	0.000	0.000	0.000	0.413	0.000	0.406	0.000	0.000	0.446	0.000	0.000	0.000
ZSWIM2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ZWILCH	0.000	0.285	0.000	0.000	0.705	0.923	0.000	0.413	0.439	0.000	0.000	0.000	0.808
ZWINT	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
A1BG	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC006116.8	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC007285.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC007405.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC007666.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC008397.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC008883.3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC010182.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC010834.3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC012574.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC015819.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC015961.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC016596.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC019197.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC021321.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC024132.3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC027796.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC079354.3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC079416.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC079630.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC087752.4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC091152.4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC098679.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC099518.4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC105114.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC112247.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AC130650.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ACKR2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ACOT1	0.276	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AF241728.2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL034417.4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL049780.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL050343.3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL078604.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL121992.3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL139317.5	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL356966.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL391095.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL512603.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AL662844.4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AMT	0.000	0.285	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
ANKRD22	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
AP001267.1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
C2orf73	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
C9orf135	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
